Stat,X-cord(m),Y-cord(m),Period(s),R(Zxx),I(Zxx),R(Zxy),I(Zxy),R(Zyx),I(Zyx),R(Zyy),I(Zyy)
186,21875,9375,0.3162,0.08456,0.01305,4762,-5595,-4762,5594,-0.08323,-0.01353
186,21875,9375,1,0.101,0.07702,2437,-2721,-2437,2720,-0.09856,-0.07596
186,21875,9375,3.162,0.1469,0.1619,1369,-1460,-1369,1460,-0.1444,-0.1595
186,21875,9375,10,0.2208,0.3694,769.8,-797.6,-769.5,797.7,-0.2151,-0.3631
186,21875,9375,31.62,0.1432,0.1251,432.7,-440.6,-432.7,440.6,-0.2351,-0.02728
186,21875,9375,100,-0.644,10.51,245.4,-235.3,-246.3,244,1.096,-10.71
186,21875,9375,316.2,18.03,1.164,154.2,-130,-141.9,139.1,-18.24,-2.377
186,21875,9375,1000,4.733,-9.84,99.54,-81.93,-80.71,84.53,-6.572,9.238
187,21875,15625,0.1,0.3675,0.1375,12130,-7667,-12110,7636,-0.3298,-0.1474
187,21875,15625,0.3162,0.274,0.03474,4777,-5624,-4773,5617,-0.2607,-0.03674
187,21875,15625,1,0.3391,0.225,2455,-2737,-2450,2733,-0.3187,-0.2184
187,21875,15625,3.162,0.4851,0.452,1379,-1469,-1376,1467,-0.4627,-0.4368
187,21875,15625,10,0.7391,0.9615,775.9,-801.8,-773.7,801.6,-0.7129,-0.9323
187,21875,15625,31.62,-0.593,1.939,435.7,-440.1,-435.8,441.7,0.7533,-1.445
187,21875,15625,100,7.754,15.23,257.1,-230.8,-248.4,247.6,-7.245,-15.98
187,21875,15625,316.2,23.62,-3.389,166.5,-134.6,-141.1,139.8,-24.19,2.11
187,21875,15625,1000,4.977,-13.06,103.6,-88.71,-81.09,84.46,-7.008,12.56
188,21875,21875,0.1,1.35,0.273,12370,-8160,-12300,8019,-1.086,-0.3595
188,21875,21875,0.3162,0.8965,0.1279,4837,-5734,-4817,5703,-0.7816,-0.1243
188,21875,21875,1,1.187,0.687,2522,-2800,-2502,2782,-1.015,-0.6362
188,21875,21875,3.162,1.653,1.347,1418,-1503,-1405,1495,-1.455,-1.235
188,21875,21875,10,2.377,2.673,799.3,-819,-789.9,817,-2.181,-2.383
188,21875,21875,31.62,2.442,9.189,454.4,-441,-447.6,450.7,-0.6397,-8.707
188,21875,21875,100,23.42,15.48,284.5,-235.1,-250.8,255.2,-23.32,-17.09
188,21875,21875,316.2,29.07,-11.73,184.6,-147.4,-142.5,141.2,-30.11,10.55
188,21875,21875,1000,3.756,-16.99,108.7,-99.57,-83.26,85.38,-5.837,16.78
189,21875,28125,0.1,4.154,-0.2366,13000,-9820,-12870,9396,-3.165,-0.4073
189,21875,28125,0.3162,3.079,0.8673,5094,-6087,-5009,5998,-2.2,-0.639
189,21875,28125,1,4.22,2.203,2754,-3022,-2689,2965,-3.105,-1.864
189,21875,28125,3.162,5.841,4.266,1551,-1624,-1508,1597,-4.418,-3.605
189,21875,28125,10,8.487,8.817,882.1,-879,-849.6,874.3,-5.905,-7.385
189,21875,28125,31.62,21.51,18.46,525.4,-468.7,-481.4,489.5,-17.75,-21.88
189,21875,28125,100,44.33,4.814,339.6,-267.2,-262.7,271.7,-46.02,-6.823
189,21875,28125,316.2,30.8,-25.28,211.4,-178.3,-153.4,148,-32.49,24.86
189,21875,28125,1000,-1.846,-20.73,115.4,-117.7,-92.17,90.71,0.2417,21.29
190,21875,34375,0.1,7.527,2.577,13980,-13740,-13910,13370,-6.869,-0.2391
190,21875,34375,0.3162,9.894,3.61,6114,-7124,-5901,6937,-7.235,-3.379
190,21875,34375,1,12.81,7.085,3429,-3681,-3312,3590,-9.945,-6.368
190,21875,34375,3.162,18.95,12.42,1949,-1980,-1861,1947,-14.69,-12.14
190,21875,34375,10,33.67,19.54,1139,-1071,-1052,1076,-27.75,-26.2
190,21875,34375,31.62,55.47,9.252,701.7,-596.4,-580.6,604.4,-64.67,-16.77
190,21875,34375,100,55.2,-21.81,439.3,-364.3,-324.3,320.3,-63.79,24.46
190,21875,34375,316.2,15.03,-41.84,248.8,-242.1,-200.5,176.7,-19.21,46.17
190,21875,34375,1000,-20.71,-19.04,126.1,-146.4,-126.9,113.1,20.93,22.65
191,21875,40625,0.1,7.466,7.189,17120,-19770,-16720,19860,-16.58,-7.737
191,21875,40625,0.3162,4.135,8.752,9020,-9975,-9104,9979,-22.55,-12.79
191,21875,40625,1,13.62,14.55,5116,-5328,-5123,5384,-34.2,-22.44
191,21875,40625,3.162,30.72,17.49,2941,-2899,-2895,2961,-59.47,-34.65
191,21875,40625,10,46.33,3.578,1731,-1611,-1623,1649,-102.5,-9.768
191,21875,40625,31.62,41.46,-27.41,1034,-937.3,-917,892.1,-84.7,45.47
191,21875,40625,100,3.608,-52.11,591.5,-574.2,-561.2,471.6,-26.96,73.1
191,21875,40625,316.2,-54.54,-42.66,300.4,-345.4,-372.9,274.2,48.8,63.9
191,21875,40625,1000,-74.76,3.925,154.3,-189.1,-253.2,193.5,85.9,6.865
192,21875,46875,0.1,-48.11,-2.506,26230,-29710,-27430,30160,-9.146,-5.951
192,21875,46875,0.3162,-44.52,1.759,14730,-15770,-15440,16240,-16.44,-8.544
192,21875,46875,1,-41.08,-1.342,8288,-8587,-8734,8898,-29.45,-1.513
192,21875,46875,3.162,-39.59,-12.31,4698,-4736,-4962,4913,-29.55,37.9
192,21875,46875,10,-58,-43.39,2677,-2674,-2874,2693,25.04,75.35
192,21875,46875,31.62,-107.2,-55.77,1480,-1544,-1746,1467,95.97,80.19
192,21875,46875,100,-154.8,-47.31,773.3,-881,-1144,807.2,154.3,71.55
192,21875,46875,316.2,-193.7,-4.245,382.3,-470.8,-802,499.5,222.8,37.79
192,21875,46875,1000,-173.8,58.09,218.2,-250,-568.2,390.3,231.6,-51.84
193,28125,-46875,0.1,-0.6425,-0.1954,12200,-7815,-12170,7740,0.6775,0.2655
193,28125,-46875,0.3162,-0.4532,-0.04323,4790,-5659,-4782,5642,0.5114,0.05732
193,28125,-46875,1,-0.5683,-0.3321,2472,-2755,-2462,2746,0.6344,0.3802
193,28125,-46875,3.162,-0.8094,-0.6354,1388,-1479,-1382,1474,0.9208,0.7093
193,28125,-46875,10,-1.242,-1.253,780.7,-807.4,-776.6,805.5,1.43,1.351
193,28125,-46875,31.62,-1.892,-2.341,440.7,-444.4,-437.1,444.7,2.19,2.426
193,28125,-46875,100,-4.311,-10.84,254.1,-243.4,-247.9,245.3,5.224,10.17
193,28125,-46875,316.2,-21.52,-0.526,150,-136.8,-146,141.9,19.85,-0.2622
193,28125,-46875,1000,-7.981,10.77,95.71,-80.7,-78.52,88.04,7.64,-9.362
194,28125,-40625,0.1,-0.1807,-0.08185,12080,-7578,-12080,7579,0.1763,0.08321
194,28125,-40625,0.3162,-0.1442,-0.01763,4766,-5604,-4766,5605,0.1434,0.01882
194,28125,-40625,1,-0.1717,-0.1163,2442,-2725,-2442,2725,0.1706,0.1186
194,28125,-40625,3.162,-0.2517,-0.2324,1372,-1462,-1372,1463,0.2514,0.238
194,28125,-40625,10,-0.3917,-0.4871,771,-799,-770.9,799.3,0.3951,0.5042
194,28125,-40625,31.62,-0.7205,-0.9387,434.1,-440.9,-433.9,441.4,0.7217,0.976
194,28125,-40625,100,0.8485,-6.629,247.3,-242.4,-245.1,242.1,-0.1094,6.485
194,28125,-40625,316.2,-14.68,-2.974,142.7,-133.7,-147.9,139.2,13.4,2.01
194,28125,-40625,1000,-6.306,7.185,93.54,-76.28,-80.36,88.18,5.669,-6.129
195,28125,-34375,0.1,-0.0617,-0.03254,12060,-7524,-12060,7528,0.06073,0.03197
195,28125,-34375,0.3162,-0.05215,-0.007836,4760,-5592,-4761,5593,0.05213,0.008079
195,28125,-34375,1,-0.06055,-0.04534,2435,-2719,-2436,2719,0.0607,0.04599
195,28125,-34375,3.162,-0.09016,-0.09471,1368,-1459,-1368,1459,0.0904,0.0958
195,28125,-34375,10,-0.1418,-0.2091,768.8,-797.3,-769.1,797.4,0.1432,0.2126
195,28125,-34375,31.62,-0.3439,-0.4724,432.5,-440.6,-432.8,440.6,0.3329,0.4609
195,28125,-34375,100,1.972,-3.304,245.1,-243.6,-242.8,241.6,-1.406,3.398
195,28125,-34375,316.2,-9.172,-3.214,138.1,-133,-148.7,137.2,8.26,2.116
195,28125,-34375,1000,-4.563,4.386,92.1,-73.66,-81.61,88.12,3.681,-3.682
196,28125,-28125,0.1,-0.02207,-0.0134,12050,-7508,-12050,7512,0.02142,0.01254
196,28125,-28125,0.3162,-0.01954,-0.003499,4759,-5588,-4759,5589,0.01941,0.003693
196,28125,-28125,1,-0.02209,-0.01815,2433,-2717,-2434,2717,0.02221,0.01856
196,28125,-28125,3.162,-0.03343,-0.03976,1367,-1458,-1367,1458,0.03349,0.04011
196,28125,-28125,10,-0.05302,-0.09165,768.2,-796.7,-768.5,796.8,0.05406,0.0931
196,28125,-28125,31.62,-0.1447,-0.2445,432.1,-440.6,-432.4,440.4,0.1446,0.2275
196,28125,-28125,100,1.311,-1.344,244.7,-244.6,-241.6,241.9,-0.9036,1.528
196,28125,-28125,316.2,-4.639,-2.253,135.3,-133,-148.9,135.8,4.036,1.086
196,28125,-28125,1000,-2.875,2.058,91.3,-72.2,-82.37,87.97,1.788,-1.675
197,28125,-21875,0.1,-0.006944,-0.005305,12040,-7503,-12050,7506,0.006546,0.004192
197,28125,-21875,0.3162,-0.006473,-0.001321,4758,-5587,-4759,5588,0.006208,0.001403
197,28125,-21875,1,-0.00693,-0.005877,2432,-2716,-2433,2716,0.007004,0.006216
197,28125,-21875,3.162,-0.01081,-0.01356,1367,-1457,-1367,1458,0.01086,0.0137
197,28125,-21875,10,-0.01751,-0.03161,768,-796.6,-768.3,796.6,0.01841,0.03228
197,28125,-21875,31.62,-0.03076,-0.07409,432,-440.6,-432.3,440.4,0.03488,0.06358
197,28125,-21875,100,0.03045,-0.2563,244.6,-245.1,-241,242.2,0.2609,0.4499
197,28125,-21875,316.2,-0.6674,-0.7537,134.2,-132.8,-148.8,135.2,0.301,-0.4469
197,28125,-21875,1000,-1.265,-0.02228,91.16,-71.63,-82.77,87.8,-0.009004,0.1246
198,28125,-15625,0.1,0.001419,-0.0004862,12040,-7502,-12050,7505,-0.001375,-0.0009355
198,28125,-15625,0.3162,0.001021,0.0002196,4758,-5587,-4758,5587,-0.001311,-0.0001746
198,28125,-15625,1,0.001652,0.002015,2432,-2716,-2433,2716,-0.001617,-0.001679
198,28125,-15625,3.162,0.002081,0.00403,1367,-1457,-1367,1458,-0.002082,-0.003958
198,28125,-15625,10,0.002566,0.01087,768,-796.6,-768.2,796.6,-0.00157,-0.01062
198,28125,-15625,31.62,0.06852,0.06774,432,-440.6,-432.3,440.4,-0.06287,-0.07166
198,28125,-15625,100,-1.402,0.7013,244.3,-245.1,-241.1,242,1.631,-0.5349
198,28125,-15625,316.2,3.135,0.7795,134.6,-132.2,-148.6,135.3,-3.347,-2.011
198,28125,-15625,1000,0.2586,-2.026,91.67,-71.86,-82.92,87.65,-1.716,1.89
199,28125,-9375,0.1,0.01122,0.005112,12050,-7504,-12050,7508,-0.01066,-0.006744
199,28125,-9375,0.3162,0.009735,0.001983,4758,-5587,-4759,5588,-0.01004,-0.001973
199,28125,-9375,1,0.01163,0.01102,2433,-2716,-2433,2717,-0.01161,-0.01066
199,28125,-9375,3.162,0.01695,0.02401,1367,-1457,-1367,1458,-0.01693,-0.02393
199,28125,-9375,10,0.02539,0.05887,768.1,-796.6,-768.3,796.7,-0.02416,-0.05885
199,28125,-9375,31.62,0.216,0.1632,432,-440.6,-432.3,440.4,-0.2086,-0.165
199,28125,-9375,100,-2.678,2.295,243.7,-244.6,-241.8,241.4,2.9,-2.173
199,28125,-9375,316.2,7.119,1.898,136.7,-131.2,-148.4,135.9,-7.265,-3.178
199,28125,-9375,1000,1.677,-4.096,92.85,-72.91,-82.9,87.54,-3.329,3.772
200,28125,-3125,0.1,0.03263,0.01634,12050,-7512,-12050,7516,-0.03151,-0.01803
200,28125,-3125,0.3162,0.02788,0.005062,4759,-5589,-4760,5590,-0.02809,-0.005076
200,28125,-3125,1,0.03281,0.0279,2434,-2717,-2434,2718,-0.03279,-0.0275
200,28125,-3125,3.162,0.04813,0.05991,1367,-1458,-1368,1458,-0.04801,-0.05982
200,28125,-3125,10,0.07244,0.141,768.4,-796.9,-768.7,797,-0.07078,-0.141
200,28125,-3125,31.62,0.3931,0.142,432.2,-440.6,-432.5,440.5,-0.3923,-0.1476
200,28125,-3125,100,-3.126,5.211,243.3,-242.9,-243.3,240.7,3.4,-5.167
200,28125,-3125,316.2,11.57,2.129,140.7,-130.3,-148.1,137,-11.75,-3.485
200,28125,-3125,1000,2.953,-6.378,94.72,-74.92,-82.77,87.47,-4.816,5.921
201,28125,3125,0.1,0.09238,0.04409,12060,-7537,-12070,7541,-0.08987,-0.04597
201,28125,3125,0.3162,0.07588,0.01172,4762,-5595,-4762,5596,-0.07565,-0.01174
201,28125,3125,1,0.09021,0.06858,2437,-2720,-2438,2721,-0.08973,-0.06801
201,28125,3125,3.162,0.1317,0.1427,1369,-1460,-1370,1460,-0.1311,-0.1421
201,28125,3125,10,0.1978,0.3222,769.6,-797.7,-769.8,797.9,-0.1947,-0.3211
201,28125,3125,31.62,0.3268,0.06066,432.7,-440.9,-432.9,440.7,-0.3583,-0.03705
201,28125,3125,100,-1.299,9.696,244.6,-239.6,-245.9,240.7,1.671,-9.822
201,28125,3125,316.2,16.66,0.9049,147,-130.1,-147.8,138.5,-17,-2.354
201,28125,3125,1000,4,-9.031,97.33,-78.15,-82.63,87.47,-6.095,8.516
202,28125,9375,0.1,0.277,0.114,12110,-7623,-12110,7619,-0.2644,-0.1182
202,28125,9375,0.3162,0.2135,0.02809,4771,-5615,-4771,5614,-0.2095,-0.02889
202,28125,9375,1,0.2606,0.1776,2449,-2731,-2448,2731,-0.2547,-0.1756
202,28125,9375,3.162,0.376,0.3571,1376,-1466,-1375,1466,-0.3695,-0.353
202,28125,9375,10,0.5738,0.7699,773.5,-800.7,-773.1,800.8,-0.5622,-0.7631
202,28125,9375,31.62,-0.3762,0.9497,434.5,-441.1,-435,441.4,0.3887,-0.7346
202,28125,9375,100,5.041,14.78,251.1,-235.6,-249.5,242.8,-4.6,-15.27
202,28125,9375,316.2,22.43,-2.538,156.5,-132.2,-147.5,140.2,-23.07,1.008
202,28125,9375,1000,4.604,-12.24,100.8,-83.18,-82.7,87.63,-6.939,11.77
203,28125,15625,0.1,0.8876,0.2552,12250,-7920,-12230,7872,-0.7948,-0.2826
203,28125,15625,0.3162,0.6197,0.08048,4806,-5681,-4800,5671,-0.5826,-0.08296
203,28125,15625,1,0.7966,0.4858,2489,-2769,-2482,2763,-0.7417,-0.4701
203,28125,15625,3.162,1.125,0.9522,1398,-1487,-1394,1484,-1.064,-0.9178
203,28125,15625,10,1.687,1.904,787.1,-811.2,-783.9,810.7,-1.634,-1.831
203,28125,15625,31.62,0.08294,5.953,443.7,-441.8,-442.8,445.5,0.6496,-5.462
203,28125,15625,100,18.11,17.41,267.9,-235.3,-254.2,248.6,-17.84,-18.56
203,28125,15625,316.2,28.46,-9.293,170.5,-139.5,-148.2,142.6,-29.56,7.773
203,28125,15625,1000,4.168,-16.15,105.3,-91.13,-83.65,88.41,-6.675,15.89
204,28125,21875,0.1,2.819,0.209,12670,-8892,-12600,8694,-2.301,-0.4552
204,28125,21875,0.3162,1.867,0.391,4938,-5891,-4905,5849,-1.572,-0.3412
204,28125,21875,1,2.567,1.402,2622,-2896,-2592,2870,-2.155,-1.283
204,28125,21875,3.162,3.554,2.728,1474,-1556,-1455,1544,-3.057,-2.477
204,28125,21875,10,4.943,5.457,832.9,-846.3,-819.1,843.6,-4.244,-4.745
204,28125,21875,31.62,10.81,16.52,482.1,-453.1,-466.5,465.9,-8.062,-17.39
204,28125,21875,100,38.19,12.12,304.1,-250.2,-263.3,261.5,-38.79,-14.02
204,28125,21875,316.2,32.84,-20.85,191.7,-158.3,-153.5,148.1,-34.52,19.66
204,28125,21875,1000,0.9207,-20.47,111.6,-104.3,-87.82,91.47,-3.268,20.72
205,28125,28125,0.1,6.024,-0.2783,13480,-11550,-13400,11150,-5.321,-0.09668
205,28125,28125,0.3162,6.206,2.202,5455,-6484,-5332,6378,-4.441,-1.782
205,28125,28125,1,8.183,4.366,3016,-3281,-2941,3217,-6.234,-3.769
205,28125,28125,3.162,11.58,8.18,1703,-1765,-1651,1737,-8.954,-7.24
205,28125,28125,10,18.85,16.38,977.2,-953.5,-932.9,951.9,-13.52,-16.16
205,28125,28125,31.62,42.44,19.93,591.5,-517.8,-527.6,534,-41.79,-26.2
205,28125,28125,100,58.65,-7.923,374.6,-304.7,-294.5,292.5,-62.39,6.922
205,28125,28125,316.2,28.1,-37.75,223.5,-200.1,-175.4,164.9,-30.91,38.49
205,28125,28125,1000,-10.37,-22.72,121.3,-126.2,-103.7,102.6,9.168,24.49
206,28125,34375,0.1,11.89,6.803,14850,-16290,-14630,16250,-10.94,-2.791
206,28125,34375,0.3162,13.18,6.164,7162,-8146,-7024,7985,-14.2,-6.91
206,28125,34375,1,19.12,12.14,4044,-4287,-3959,4236,-19.81,-13.03
206,28125,34375,3.162,30.73,19.47,2309,-2316,-2232,2308,-30.99,-23.59
206,28125,34375,10,54.57,19.43,1357,-1267,-1262,1282,-64.56,-33.78
206,28125,34375,31.62,70.57,-6.015,825.1,-720.2,-701.9,710.5,-93.36,5.304
206,28125,34375,100,49.45,-43.36,496.1,-441,-408.9,379,-63.88,51.78
206,28125,34375,316.2,-9.47,-51.66,269.1,-277.7,-255.1,217.3,3.467,61.83
206,28125,34375,1000,-43.93,-13.22,141.9,-160.5,-161.6,141.2,47.39,20.02
207,28125,40625,0.1,-8.185,2.306,20120,-23380,-20320,23490,-20.74,-10.83
207,28125,40625,0.3162,-9.544,11.43,11090,-12030,-11430,12300,-28.45,-18.87
207,28125,40625,1,2.502,15.44,6279,-6492,-6444,6681,-47.59,-28.35
207,28125,40625,3.162,19.52,9.745,3599,-3559,-3647,3688,-84.54,-24.86
207,28125,40625,10,28.73,-14.54,2098,-1993,-2064,2039,-97.56,31.32
207,28125,40625,31.62,-0.6642,-51.35,1218,-1163,-1202,1106,-41.27,79.34
207,28125,40625,100,-57.93,-65.71,670.8,-690.8,-754.3,599.2,37.01,92.54
207,28125,40625,316.2,-120.3,-34.63,342.9,-389.9,-503.3,358,124.1,64.48
207,28125,40625,1000,-124.9,26.91,194.7,-213.3,-343.7,257.3,152.9,-15.13
208,28125,46875,0.1,-52.09,-6.001,30730,-33910,-32190,34890,15.51,6.156
208,28125,46875,0.3162,-55.38,-11.47,17260,-18270,-18120,18890,18.28,14.11
208,28125,46875,1,-63.51,-22.47,9707,-10010,-10260,10370,27.66,36.01
208,28125,46875,3.162,-81.75,-47.03,5476,-5564,-5860,5722,69.46,74.3
208,28125,46875,10,-135.5,-71.92,3066,-3146,-3430,3147,143.6,91.09
208,28125,46875,31.62,-200.8,-66.71,1667,-1789,-2101,1730,217.1,78.85
208,28125,46875,100,-250,-42.44,868.2,-992.8,-1381,964.4,267.9,62.52
208,28125,46875,316.2,-277.4,18.11,452.7,-514.5,-962.7,601.6,331.1,19.52
208,28125,46875,1000,-235.6,89.98,281.8,-284.2,-680.1,469.4,323.2,-88.67
209,34375,-46875,0.1,-1.583,-0.2848,12430,-8308,-12370,8175,1.65,0.4386
209,34375,-46875,0.3162,-1.043,-0.1238,4847,-5768,-4830,5740,1.145,0.1549
209,34375,-46875,1,-1.38,-0.7319,2535,-2818,-2517,2801,1.505,0.8289
209,34375,-46875,3.162,-1.932,-1.365,1422,-1514,-1412,1505,2.149,1.509
209,34375,-46875,10,-2.934,-2.56,799.6,-826.4,-793,822.2,3.301,2.733
209,34375,-46875,31.62,-4.202,-4.868,452.1,-454.2,-446.8,452.9,4.824,5.055
209,34375,-46875,100,-13.85,-14.16,261.6,-251.5,-255.9,248.7,14.81,12.58
209,34375,-46875,316.2,-27.38,5.068,151.9,-140.7,-152.4,146.9,25.04,-5.538
209,34375,-46875,1000,-8.173,14,97.18,-82.5,-79.76,92.28,8.041,-12.21
210,34375,-40625,0.1,-0.4924,-0.1817,12170,-7749,-12180,7764,0.492,0.1833
210,34375,-40625,0.3162,-0.3659,-0.03977,4783,-5644,-4785,5647,0.3674,0.04208
210,34375,-40625,1,-0.4527,-0.2771,2464,-2747,-2466,2749,0.4552,0.2828
210,34375,-40625,3.162,-0.6532,-0.5308,1383,-1475,-1384,1476,0.658,0.5448
210,34375,-40625,10,-1.005,-1.05,777.5,-805.4,-778.1,806.1,1.019,1.089
210,34375,-40625,31.62,-1.418,-1.863,438,-443.9,-438.3,444.3,1.428,2.026
210,34375,-40625,100,-4.034,-10.76,251.2,-245.6,-250.5,241.3,5.037,9.978
210,34375,-40625,316.2,-19.36,0.2786,143.4,-134.9,-153.9,142.4,17.45,-1.077
210,34375,-40625,1000,-6.863,9.481,94.6,-77,-81.63,91.84,6.321,-8.057
211,34375,-34375,0.1,-0.1834,-0.08276,12090,-7597,-12100,7617,0.1872,0.08126
211,34375,-34375,0.3162,-0.1458,-0.01743,4768,-5609,-4770,5613,0.1477,0.01753
211,34375,-34375,1,-0.1746,-0.1152,2444,-2728,-2447,2730,0.1776,0.1169
211,34375,-34375,3.162,-0.2559,-0.2265,1373,-1464,-1375,1465,0.2594,0.23
211,34375,-34375,10,-0.3975,-0.4643,771.5,-800.1,-772.6,800.5,0.4035,0.4739
211,34375,-34375,31.62,-0.7116,-0.7774,433.9,-441.8,-435,441.7,0.6513,0.8128
211,34375,-34375,100,-0.07126,-6.584,247,-245.3,-246.4,238.8,0.9911,6.248
211,34375,-34375,316.2,-12.48,-1.462,138.1,-132.9,-154.8,139.4,10.97,0.3848
211,34375,-34375,1000,-5.131,5.884,93.07,-73.92,-83.05,91.55,4.225,-4.86
212,34375,-28125,0.1,-0.07095,-0.03603,12070,-7545,-12080,7562,0.07266,0.03449
212,34375,-28125,0.3162,-0.05868,-0.007845,4762,-5597,-4764,5601,0.05961,0.007892
212,34375,-28125,1,-0.06905,-0.04843,2438,-2721,-2440,2723,0.07042,0.04909
212,34375,-28125,3.162,-0.1024,-0.09777,1369,-1460,-1371,1461,0.1037,0.09893
212,34375,-28125,10,-0.1603,-0.2071,769.5,-798.2,-770.5,798.5,0.1634,0.2108
212,34375,-28125,31.62,-0.3547,-0.38,432.7,-441.2,-433.8,440.8,0.3153,0.3709
212,34375,-28125,100,0.639,-3.212,245.7,-246,-243.8,238.2,0.1169,3.118
212,34375,-28125,316.2,-6.581,-1.511,135.1,-132.2,-155.1,137.4,5.434,0.2478
212,34375,-28125,1000,-3.344,2.887,92.29,-72.26,-83.97,91.29,2.126,-2.233
213,34375,-21875,0.1,-0.02338,-0.01339,12060,-7527,-12070,7542,0.02386,0.01193
213,34375,-21875,0.3162,-0.01984,-0.002762,4761,-5592,-4762,5596,0.02008,0.002857
213,34375,-21875,1,-0.02297,-0.0165,2435,-2719,-2437,2721,0.02347,0.01677
213,34375,-21875,3.162,-0.03464,-0.03381,1368,-1459,-1369,1460,0.03504,0.03411
213,34375,-21875,10,-0.05482,-0.07198,768.9,-797.5,-769.7,797.7,0.05666,0.07327
213,34375,-21875,31.62,-0.0901,-0.1486,432.3,-441,-433.4,440.6,0.07705,0.1378
213,34375,-21875,100,-0.1045,-0.6333,245.2,-246.4,-242.6,238.1,0.6936,0.6369
213,34375,-21875,316.2,-1.305,-0.7714,134,-131.8,-155.1,136.5,0.4359,-0.6162
213,34375,-21875,1000,-1.613,0.2202,92.2,-71.63,-84.48,91.09,0.1136,0.1093
214,34375,-15625,0.1,0.005183,0.00126,12060,-7524,-12060,7538,-0.005262,-0.002689
214,34375,-15625,0.3162,0.004143,0.0007905,4760,-5592,-4762,5595,-0.004306,-0.0006899
214,34375,-15625,1,0.005226,0.004615,2435,-2719,-2437,2720,-0.005268,-0.004524
214,34375,-15625,3.162,0.007008,0.009919,1368,-1459,-1369,1460,-0.007216,-0.01004
214,34375,-15625,10,0.009638,0.02461,768.8,-797.4,-769.6,797.6,-0.008172,-0.02473
214,34375,-15625,31.62,0.1398,0.007292,432.3,-441,-433.3,440.6,-0.1303,-0.009554
214,34375,-15625,100,-1.184,1.815,244.8,-246.3,-242.8,237.8,1.647,-1.805
214,34375,-15625,316.2,3.74,0.06915,134.6,-131.2,-155,136.5,-4.431,-1.556
214,34375,-15625,1000,0.01716,-2.333,92.78,-71.89,-84.71,90.97,-1.788,2.393
215,34375,-9375,0.1,0.03783,0.01777,12060,-7532,-12070,7547,-0.03845,-0.0191
215,34375,-9375,0.3162,0.03132,0.004806,4761,-5593,-4763,5597,-0.03191,-0.00477
215,34375,-9375,1,0.03731,0.02856,2436,-2720,-2438,2721,-0.03793,-0.02864
215,34375,-9375,3.162,0.05418,0.05951,1369,-1459,-1370,1460,-0.05498,-0.06001
215,34375,-9375,10,0.08146,0.1342,769.1,-797.7,-770,797.9,-0.08022,-0.1357
215,34375,-9375,31.62,0.3393,0.05638,432.5,-441,-433.4,440.7,-0.3092,-0.06056
215,34375,-9375,100,-1.673,4.907,244.5,-245.5,-244.2,237.3,2.063,-4.949
215,34375,-9375,316.2,8.904,0.4043,137,-130.5,-154.9,137.4,-9.53,-1.987
215,34375,-9375,1000,1.505,-4.958,94.04,-73.08,-84.74,90.97,-3.551,4.813
216,34375,-3125,0.1,0.1024,0.04745,12070,-7559,-12080,7577,-0.1041,-0.04852
216,34375,-3125,0.3162,0.08293,0.01178,4764,-5600,-4766,5604,-0.08411,-0.01179
216,34375,-3125,1,0.09933,0.07171,2440,-2723,-2442,2725,-0.1009,-0.07217
216,34375,-3125,3.162,0.1445,0.1465,1371,-1461,-1372,1462,-0.1463,-0.1478
216,34375,-3125,10,0.2173,0.3218,770.3,-798.7,-771.3,799,-0.2168,-0.3253
216,34375,-3125,31.62,0.3298,0.05393,433.1,-441.4,-434,441,-0.295,-0.07075
216,34375,-3125,100,-0.306,9.11,245.1,-243.5,-247.2,237.1,0.6724,-9.269
216,34375,-3125,316.2,14.45,-0.3949,141.5,-130.2,-154.9,139,-15.15,-1.286
216,34375,-3125,1000,2.773,-7.834,96.04,-75.35,-84.66,91.11,-5.102,7.563
217,34375,3125,0.1,0.2658,0.1109,12110,-7637,-12120,7657,-0.268,-0.112
217,34375,3125,0.3162,0.2057,0.02687,4773,-5618,-4775,5622,-0.2073,-0.02716
217,34375,3125,1,0.2514,0.1693,2450,-2733,-2453,2735,-0.2538,-0.1703
217,34375,3125,3.162,0.3631,0.338,1376,-1467,-1378,1468,-0.3662,-0.3401
217,34375,3125,10,0.5522,0.722,773.7,-801.5,-774.8,801.9,-0.5524,-0.7278
217,34375,3125,31.62,-0.2203,0.7177,434.8,-442.1,-435.9,441.7,0.2507,-0.6986
217,34375,3125,100,4.787,13.99,248.7,-240.8,-251.9,238.5,-4.429,-14.38
217,34375,3125,316.2,20.51,-3.081,148.8,-131.2,-155.1,141.3,-21.42,1.313
217,34375,3125,1000,3.639,-11.15,98.89,-79.1,-84.65,91.5,-6.253,10.86
218,34375,9375,0.1,0.7298,0.2364,12230,-7866,-12230,7874,-0.7113,-0.2431
218,34375,9375,0.3162,0.5229,0.06794,4799,-5669,-4800,5671,-0.5169,-0.07028
218,34375,9375,1,0.6657,0.4135,2481,-2762,-2482,2763,-0.6573,-0.4124
218,34375,9375,3.162,0.9472,0.8087,1394,-1483,-1394,1484,-0.939,-0.8054
218,34375,9375,10,1.443,1.632,783.8,-809.9,-784.1,810.2,-1.438,-1.628
218,34375,9375,31.62,-0.4432,4.439,441.1,-443.8,-442.4,444.4,0.7027,-4.265
